scientificName,japaneseName,order,family
Pseudorhombus oligodon,Nan-yogarei,Carangiformes,Paralichthyidae
Omobranchus loxozonus,Kumogimpo,Blenniiformes,Blenniidae
Petroscirtes variabilis,Inugimpo,Blenniiformes,Blenniidae
Pseudorhombus cinnamoneus,Ganzobirame,Carangiformes,Paralichthyidae
Meiacanthus grammistes,Higenijigimpo,Blenniiformes,Blenniidae
Pseudorhombus arsius,Tenjikugarei,Carangiformes,Paralichthyidae
Sphyrna mokarran,Hirashumokuzame,Carcharhiniformes,Sphyrnidae
Blenniella interrupta,Juzudamagimpo,Blenniiformes,Blenniidae
Pseudorhombus pentophthalmus,Gomokuganzobirame,Carangiformes,Paralichthyidae
Cirripectes imitator,Amimeminokaeruuo,Blenniiformes,Blenniidae
Sphyrna zygaena,Shiroshumokuzame,Carcharhiniformes,Sphyrnidae
Pseudorhombus quinquocellatus,Futatsuboshiganzobirame,Carangiformes,Paralichthyidae
Ecsenius midas,Hanadaigimpo,Blenniiformes,Blenniidae
Sphyrna lewini,Akashumokuzame,Carcharhiniformes,Sphyrnidae
Tarphops oligolepis,Aramegarei,Carangiformes,Paralichthyidae
Andamia pacifica,,Blenniiformes,Blenniidae
Pseudorhombus levisquamis,Taiwanganzobirame,Carangiformes,Paralichthyidae
Omobranchus ferox,Kawagimpo,Blenniiformes,Blenniidae
Paralichthys olivaceus,Hirame,Carangiformes,Paralichthyidae
Alticus orientalis,Yasetamakaeruuo,Blenniiformes,Blenniidae
Pseudorhombus dupliciocellatus,Megarei,Carangiformes,Paralichthyidae
Alticus montanoi,Tamakaeruuo,Blenniiformes,Blenniidae
Tarphops elegans,Yumearamegarei,Carangiformes,Paralichthyidae
Proscyllium habereri,Taiwanzame,Carcharhiniformes,Proscylliidae
Glyptoparus delicatulus,Yaitogimpo,Blenniiformes,Blenniidae
Rhabdoblennius nitidus,Rosokugimpo,Blenniiformes,Blenniidae
Istiblennius lineatus,Senkaeruuo,Blenniiformes,Blenniidae
Istiompax indica,Shirokajiki,Carangiformes,Istiophoridae
Dichichthys melanobranchus,Shinkaiimorizame,Carcharhiniformes,Dichichthyidae
Ecsenius yaeyamaensis,Ishigakikaeruuo,Blenniiformes,Blenniidae
Makaira nigricans,Kurokajiki,Carangiformes,Istiophoridae
Meiacanthus ditrema,Satsukigimpo,Blenniiformes,Blenniidae
Mustelus manazo,Hoshizame,Carcharhiniformes,Triakididae
Tetrapturus angustirostris,Furaikajiki,Carangiformes,Istiophoridae
Stanulus seychellensis,Himetsumarigimpo,Blenniiformes,Blenniidae
Triakis scyllium,Dochizame,Carcharhiniformes,Triakididae
Istiophorus platypterus,Bashokajiki,Carangiformes,Istiophoridae
Blenniella paula,Kotojihanakaeruuo,Blenniiformes,Blenniidae
Hemitriakis complicofasciata,Irezumieirakubuka,Carcharhiniformes,Triakididae
Kajikia audax,Makajiki,Carangiformes,Istiophoridae
Petroscirtes breviceps,Nijigimpo,Blenniiformes,Blenniidae
Hemitriakis japanica,Eirakubuka,Carcharhiniformes,Triakididae
Omobranchus fasciolatoceps,Tosakagimpo,Blenniiformes,Blenniidae
Istiblennius enosimae,Kaeruuo,Blenniiformes,Blenniidae
Hypogaleus hyugaensis,Tsumaguroeirakubuka,Carcharhiniformes,Triakididae
Coryphaena equiselis,Ebisushiira,Carangiformes,Coryphaenidae
Salarias luctuosus,Shimagimpo,Blenniiformes,Blenniidae
Coryphaena hippurus,Shiira,Carangiformes,Coryphaenidae
Cirripectes filamentosus,Oborogetategamikaeruuo,Blenniiformes,Blenniidae
Mustelus griseus,Shirozame,Carcharhiniformes,Triakididae
Parablennius thysanius,Kawaiisogimpo,Blenniiformes,Blenniidae
Aspidontus dussumieri,Kurosujigimpo,Blenniiformes,Blenniidae
Psammoperca waigiensis,Akamemodoki,Carangiformes,Latidae
Paragaleus tengi,Tenibarazame,Carcharhiniformes,Hemigaleidae
Entomacrodus sealei,Irezumisujigimpo,Blenniiformes,Blenniidae
Lates japonicus,Akame,Carangiformes,Latidae
Petroscirtes mitratus,Hatatategimpo,Blenniiformes,Blenniidae
Praealticus tanegasimae,Tanegimpo,Blenniiformes,Blenniidae
Ecsenius oculus,Goishigimpo,Blenniiformes,Blenniidae
Meiacanthus atrodorsalis,Ogonnijigimpo,Blenniiformes,Blenniidae
Mene maculata,Ginkagami,Carangiformes,Menidae
Parmaturus pilosus,Imorizame,Carcharhiniformes,Pentanchidae
Atrosalarias hosokawai,Hosokawaindokaeruuo,Blenniiformes,Blenniidae
Apristurus macrorhynchus,Nagaherazame,Carcharhiniformes,Pentanchidae
Blenniella gibbifrons,Awayukihanakaeruuo,Blenniiformes,Blenniidae
Galeus longirostris,Hashinagayamorizame,Carcharhiniformes,Pentanchidae
Xiphias gladius,Mekajiki,Carangiformes,Xiphiidae
Cirripectes polyzona,Minokaeruuo,Blenniiformes,Blenniidae
Apristurus macrostomus,Ryukyuherazame,Carcharhiniformes,Pentanchidae
Entomacrodus striatus,Sujigimpo,Blenniiformes,Blenniidae
Apristurus herklotsi,Yariherazame,Carcharhiniformes,Pentanchidae
Andamia reyi,Kammuriyodarekake,Blenniiformes,Blenniidae
Apristurus longicephalus,Tenguherazame,Carcharhiniformes,Pentanchidae
Plagiotremus rhinorhynchos,Minamigimpo,Blenniiformes,Blenniidae
Rhinosolea microlepidota,Tengushinoshita,Carangiformes,Soleidae
Praealticus bilineatus,Tamagimpo,Blenniiformes,Blenniidae
Halaelurus buergeri,Nagasakitorazame,Carcharhiniformes,Pentanchidae
Aesopia cornuta,Tsunoshinoshita,Carangiformes,Soleidae
Crossosalarias macrospilus,Erigurogimpo,Blenniiformes,Blenniidae
Apristurus japonicus,Nihonherazame,Carcharhiniformes,Pentanchidae
Heteromycteris matsubarai,Montsukiushinoshita,Carangiformes,Soleidae
Apristurus fedorovi,Arameherazame,Carcharhiniformes,Pentanchidae
Apristurus gibbosus,Nankaiherazame,Carcharhiniformes,Pentanchidae
Soleichthys heterorhinos,Sazanamiushinoshita,Carangiformes,Soleidae
Galeus sauteri,Taiwan-yamorizame,Carcharhiniformes,Pentanchidae
Brachirus aspilos,Amamiushinoshita,Carangiformes,Soleidae
Galeus eastmani,Yamorizame,Carcharhiniformes,Pentanchidae
Acanthoplesiops psilogaster,Fuchidoritanabatauo,Blenniiformes,Plesiopidae
Pardachirus pavoninus,Minamiushinoshita,Carangiformes,Soleidae
Plesiops oxycephalus,Okinawatanabatauo,Blenniiformes,Plesiopidae
Apristurus platyrhynchus,Herazame,Carcharhiniformes,Pentanchidae
Aseraggodes cheni,Mushikuisasaushinoshita,Carangiformes,Soleidae
Plesiops coeruleolineatus,Tanabatauo,Blenniiformes,Plesiopidae
Galeus nipponensis,Nihon-yamorizame,Carcharhiniformes,Pentanchidae
Plesiops cephalotaenia,Yosakutanabatauo,Blenniiformes,Plesiopidae
Brachirus orientalis,Minamishimaushinoshita,Carangiformes,Soleidae
Belonepterygion fasciolatum,Togetanabatauo,Blenniiformes,Plesiopidae
Aseraggodes kaianus,Moyoushinoshita,Carangiformes,Soleidae
Acanthoplesiops hardyi,Fukamifuchidoritanabatauo,Blenniiformes,Plesiopidae
Plesiops nakaharae,Nakaharatanabatauo,Blenniiformes,Plesiopidae
Plesiops corallicola,Donkotanabatauo,Blenniiformes,Plesiopidae
Brachirus annularis,Wamonushinoshita,Carangiformes,Soleidae
Plesiops verecundus,Amamitanabatauo,Blenniiformes,Plesiopidae
Liachirus melanospilos,Garasuushinoshita,Carangiformes,Soleidae
Calloplesiops altivelis,Shimofuritanabatauo,Blenniiformes,Plesiopidae
Pseudotriakis microdon,Chihirozame,Carcharhiniformes,Pseudotriakidae
Assessor randalli,Tsubametanabatauo,Blenniiformes,Plesiopidae
Pseudaesopia japonica,Setoshinoshita,Carangiformes,Soleidae
Aseraggodes kobensis,Tobisasaushinoshita,Carangiformes,Soleidae
Carcharhinus sorrah,Horaizame,Carcharhiniformes,Carcharhinidae
Zebrias zebrinus,Shimaushinoshita,Carangiformes,Soleidae
Pomacentrus bankanensis,Meganesuzumedai,Blenniiformes,Pomacentridae
Carcharhinus obscurus,Dotabuka,Carcharhiniformes,Carcharhinidae
Heteromycteris japonicus,Sasaushinoshita,Carangiformes,Soleidae
Chromis viridis,Debasuzumedai,Blenniiformes,Pomacentridae
Carcharhinus galapagensis,Garapagosuzame,Carcharhiniformes,Carcharhinidae
Aseraggodes orientalis,Toyosasaushinoshita,Carangiformes,Soleidae
Amblyglyphidodon ternatensis,Nisekurakaosuzumedai,Blenniiformes,Pomacentridae
Scoliodon macrorhynchos,Boruneotogariankozame,Carcharhiniformes,Carcharhinidae
Aseraggodes xenicus,Otomeushinoshita,Carangiformes,Soleidae
Pomachromis richardsoni,Okinawasuzumedai,Blenniiformes,Pomacentridae
Carcharhinus melanopterus,Tsumaguro,Carcharhiniformes,Carcharhinidae
Carcharhinus macloti,Hokosaki,Carcharhiniformes,Carcharhinidae
Amblyglyphidodon curacao,Kurakaosuzumedai,Blenniiformes,Pomacentridae
Cynoglossus yokomaru,Otafukugenko,Carangiformes,Cynoglossidae
Carcharhinus amblyrhynchos,Oguromejirozame,Carcharhiniformes,Carcharhinidae
Neopomacentrus violascens,Sumiresuzumedai,Blenniiformes,Pomacentridae
Symphurus robustus,,Carangiformes,Cynoglossidae
Chrysiptera rex,Remonsuzumedai,Blenniiformes,Pomacentridae
Cynoglossus nigropinnatus,Hiregurogenko,Carangiformes,Cynoglossidae
Rhizoprionodon oligolinx,Ankozame,Carcharhiniformes,Carcharhinidae
Abudefduf caudobimaculatus,Shiritensuzumedai,Blenniiformes,Pomacentridae
Symphurus orientalis,Azumagarei,Carangiformes,Cynoglossidae
Triaenodon obesus,Nemuribuka,Carcharhiniformes,Carcharhinidae
Chromis analis,Tampoposuzumedai,Blenniiformes,Pomacentridae
Carcharhinus longimanus,Yogore,Carcharhiniformes,Carcharhinidae
Stegastes nigricans,Kurosorasuzumedai,Blenniiformes,Pomacentridae
Prionace glauca,Yoshikirizame,Carcharhiniformes,Carcharhinidae
Paraplagusia japonica,Kuroushinoshita,Carangiformes,Cynoglossidae
Abudefduf septemfasciatus,Shichisensuzumedai,Blenniiformes,Pomacentridae
Paraplagusia bleekeri,Nan-youshinoshita,Carangiformes,Cynoglossidae
Pomacentrus amboinensis,Nisenettaisuzumedai,Blenniiformes,Pomacentridae
Cynoglossus abbreviatus,Koraiakashitabirame,Carangiformes,Cynoglossidae
Chromis chrysura,Amamisuzumedai,Blenniiformes,Pomacentridae
Loxodon macrorhinus,Togarimezame,Carcharhiniformes,Carcharhinidae
Cynoglossus gracilis,Chosengenko,Carangiformes,Cynoglossidae
Chrysiptera parasema,Shirikirurisuzumedai,Blenniiformes,Pomacentridae
Carcharhinus tjutjot,Sumitsukizame,Carcharhiniformes,Carcharhinidae
Chromis notata,Suzumedai,Blenniiformes,Pomacentridae
Carcharhinus limbatus,Kamasutogarizame,Carcharhiniformes,Carcharhinidae
Abudefduf notatus,Isosuzumedai,Blenniiformes,Pomacentridae
Cynoglossus quadrilineatus,Oshitabirame,Carangiformes,Cynoglossidae
Rhizoprionodon acutus,Hiragashira,Carcharhiniformes,Carcharhinidae
Pycnochromis leucurus,Fukamisuzumedai,Blenniiformes,Pomacentridae
Symphurus longirostris,Hashinagaazumagarei,Carangiformes,Cynoglossidae
Negaprion acutidens,Remonzame,Carcharhiniformes,Carcharhinidae
Amphiprion biaculeatus,,Blenniiformes,Pomacentridae
Abudefduf sordidus,Shimasuzumedai,Blenniiformes,Pomacentridae
Paraplagusia bilineata,Chinzeishitabirame,Carangiformes,Cynoglossidae
Carcharhinus leucas,Omejirozame,Carcharhiniformes,Carcharhinidae
Pycnochromis alleni,Onagasuzumedai,Blenniiformes,Pomacentridae
Carcharhinus plumbeus,Mejirozame,Carcharhiniformes,Carcharhinidae
Stegastes lacrymatus,Rurihoshisuzumedai,Blenniiformes,Pomacentridae
Carcharhinus albimarginatus,Tsumajiro,Carcharhiniformes,Carcharhinidae
Symphurus oxyrhynchus,,Carangiformes,Cynoglossidae
Amphiprion melanopus,,Blenniiformes,Pomacentridae
Carcharhinus falciformis,Kurotogarizame,Carcharhiniformes,Carcharhinidae
Amphiprion frenatus,Hamakumanomi,Blenniiformes,Pomacentridae
Cynoglossus interruptus,Genko,Carangiformes,Cynoglossidae
Carcharhinus brevipinna,Hanazame,Carcharhiniformes,Carcharhinidae
Carcharhinus brachyurus,Kuroherimejirozame,Carcharhiniformes,Carcharhinidae
Chromis onumai,Ryuseisuzumedai,Blenniiformes,Pomacentridae
Cynoglossus semilaevis,Karaakashitabirame,Carangiformes,Cynoglossidae
Pycnochromis ovatiformis,Marusuzumedai,Blenniiformes,Pomacentridae
Symphurus strictus,Himoushinoshita,Carangiformes,Cynoglossidae
Plectroglyphidodon johnstonianus,Rurimeishigakisuzumedai,Blenniiformes,Pomacentridae
Cynoglossus arel,Tenjikuinunoshita,Carangiformes,Cynoglossidae
Neopomacentrus cyanomos,Kuroribonsuzumedai,Blenniiformes,Pomacentridae
Cynoglossus robustus,Inunoshita,Carangiformes,Cynoglossidae
Micropterus nigricans,Okuchibasu,Centrarchiformes,Centrarchidae
Pomacentrus taeniometopon,Sumizomesuzumedai,Blenniiformes,Pomacentridae
Cynoglossus joyneri,Akashitabirame,Carangiformes,Cynoglossidae
Chrysiptera biocellata,Sujibuchisuzumedai,Blenniiformes,Pomacentridae
Cynoglossus itinus,Minamiakashitabirame,Carangiformes,Cynoglossidae
Lepomis megalotis,Ronguiyasanfisshu,Centrarchiformes,Centrarchidae
Pomacentrus nagasakiensis,Nagasakisuzumedai,Blenniiformes,Pomacentridae
Symphurus hondoensis,Hondoushinoshita,Carangiformes,Cynoglossidae
Lepomis gibbosus,Pampukinshidosanfisshu,Centrarchiformes,Centrarchidae
Cynoglossus ochiaii,Okigenko,Carangiformes,Cynoglossidae
Symphurus thermophilus,Ideyuushinoshita,Carangiformes,Cynoglossidae
Dascyllus trimaculatus,Mitsuboshikurosuzumedai,Blenniiformes,Pomacentridae
Plectroglyphidodon fasciolatus,Fuchidorisuzumedai,Blenniiformes,Pomacentridae
Pycnochromis atripes,Hiregurosuzumedai,Blenniiformes,Pomacentridae
Pycnochromis retrofasciata,Kuroobisuzumedai,Blenniiformes,Pomacentridae
Microcanthus strigatus,Kagokakidai,Centrarchiformes,Microcanthidae
Lepidoblepharon ophthalmolepis,Urokogarei,Carangiformes,Citharidae
Neopomacentrus taeniurus,Ribonsuzumedai,Blenniiformes,Pomacentridae
Chromis alpha,Arufuasuzumedai,Blenniiformes,Pomacentridae
Citharoides macrolepidotus,Kokebirame,Carangiformes,Citharidae
Chromis scotochiloptera,,Blenniiformes,Pomacentridae
Plectroglyphidodon leucozonus,Hakusensuzumedai,Blenniiformes,Pomacentridae
Chromis xanthochira,Tasogaresuzumedai,Blenniiformes,Pomacentridae
Kyphosus cinerascens,Tenjikuisaki,Centrarchiformes,Kyphosidae
Amphiprion sandaracinos,Sejirokumanomi,Blenniiformes,Pomacentridae
Samariscus xenicus,Kotsukinowagarei,Carangiformes,Samaridae
Kyphosus vaigiensis,Isuzumi,Centrarchiformes,Kyphosidae
Samaris spinea,Togehatatategarei,Carangiformes,Samaridae
Kyphosus bigibbus,Notoisuzumi,Centrarchiformes,Kyphosidae
Plagiopsetta glossa,Berogarei,Carangiformes,Samaridae
Chromis anadema,Kanzashisuzumedai,Blenniiformes,Pomacentridae
Kyphosus ocyurus,Koshinagaisuzumi,Centrarchiformes,Kyphosidae
Samariscus japonicus,Tsukinowagarei,Carangiformes,Samaridae
Plectroglyphidodon dickii,Ishigakisuzumedai,Blenniiformes,Pomacentridae
Kyphosus pacificus,Minamiisuzumi,Centrarchiformes,Kyphosidae
Samaris cristatus,Hatatategarei,Carangiformes,Samaridae
Samariscus triocellatus,Janometsukinowagarei,Carangiformes,Samaridae
Chrysiptera cyanea,Rurisuzumedai,Blenniiformes,Pomacentridae
Goniistius zebra,Migimaki,Centrarchiformes,Latridae
Samariscus latus,Tsumaritsukinowagarei,Carangiformes,Samaridae
Pomacentrus tripunctatus,Orionsuzumedai,Blenniiformes,Pomacentridae
Goniistius zonatus,Takanohadai,Centrarchiformes,Latridae
Amblyglyphidodon aureus,Yamabukisuzumedai,Blenniiformes,Pomacentridae
Goniistius quadricornis,Yudachitakanoha,Centrarchiformes,Latridae
Amphiprion perideraion,Hanabirakumanomi,Blenniiformes,Pomacentridae
Engyprosopon macrolepis,Hoshizoradarumagarei,Carangiformes,Bothidae
Chromis albicauda,Koganesuzumedai,Blenniiformes,Pomacentridae
Psettina iijimae,Iijimadarumagarei,Carangiformes,Bothidae
Dascyllus reticulatus,Futasujiryukyusuzumedai,Blenniiformes,Pomacentridae
Engyprosopon maldivensis,Tenagadarumagarei,Carangiformes,Bothidae
Chrysiptera glauca,Nezusuzumedai,Blenniiformes,Pomacentridae
Labracoglossa argentiventris,Takabe,Centrarchiformes,Scorpididae
Engyprosopon multisquama,Chikamedarumagarei,Carangiformes,Bothidae
Abudefduf bengalensis,Tenjikusuzumedai,Blenniiformes,Pomacentridae
Stegastes punctatus,Hananagasuzumedai,Blenniiformes,Pomacentridae
Bothus myriaster,Hoshidarumagarei,Carangiformes,Bothidae
Amblypomacentrus tricinctus,Misujisuzumedai,Blenniiformes,Pomacentridae
Chromis cinerascens,Wakatakesuzumedai,Blenniiformes,Pomacentridae
Parabothus taiwanensis,Taiwandarumagarei,Carangiformes,Bothidae
Pycnochromis amboinensis,Ambonsuzumedai,Blenniiformes,Pomacentridae
Asterorhombus filifer,Oshakudaruma,Carangiformes,Bothidae
Pelates quadrilineatus,Yosujishimaisaki,Centrarchiformes,Terapontidae
Chromis bowesi,Hisuisuzumedai,Blenniiformes,Pomacentridae
Datnia iravi,Shimizushimaisaki,Centrarchiformes,Terapontidae
Chrysiptera unimaculata,Ichimonsuzumedai,Blenniiformes,Pomacentridae
Engyprosopon longipelvis,Himedarumagarei,Carangiformes,Bothidae
Rhynchopelates oxyrhynchus,Shimaisaki,Centrarchiformes,Terapontidae
Amblyglyphidodon leucogaster,Namisuzumedai,Blenniiformes,Pomacentridae
Arnoglossus oxyrhynchus,Hanatogodarumagarei,Carangiformes,Bothidae
Terapon jarbua,Kotohiki,Centrarchiformes,Terapontidae
Plectroglyphidodon imparipennis,Iwasakisuzumedai,Blenniiformes,Pomacentridae
Engyprosopon kushimotoensis,Kushimotodarumagarei,Carangiformes,Bothidae
Datnia argenteus,Niseshimaisaki,Centrarchiformes,Terapontidae
Abudefduf nigrimargo,Amimeoyabitcha,Blenniiformes,Pomacentridae
Crossorhombus kobensis,Kobedarumagarei,Carangiformes,Bothidae
Terapon theraps,Himekotohiki,Centrarchiformes,Terapontidae
Chromis albomaculata,Shiroboshisuzumedai,Blenniiformes,Pomacentridae
Scidorhombus tenuis,Nagadarumagarei,Carangiformes,Bothidae
Datnia cancellatus,Yokoshimaisaki,Centrarchiformes,Terapontidae
Japonolaeops gracilis,Hinadarumagarei,Carangiformes,Bothidae
Bothus pantherinus,Togedarumagarei,Carangiformes,Bothidae
Lepidozygus tapeinosoma,Hanadaidamashi,Blenniiformes,Pomacentridae
Asterorhombus intermedius,Seitembirame,Carangiformes,Bothidae
Pomacentrus coelestis,Sorasuzumedai,Blenniiformes,Pomacentridae
Pycnochromis delta,Derutasuzumedai,Blenniiformes,Pomacentridae
Arnoglossus macrolophus,Nitennagadarumagarei,Carangiformes,Bothidae
Kuhlia rupestris,Okuchiyugoi,Centrarchiformes,Kuhliidae
Cheiloprion labiatus,Atsukuchisuzumedai,Blenniiformes,Pomacentridae
Psettinella gigantea,Sokodarumagarei,Carangiformes,Bothidae
Kuhlia mugil,Gin-yugoi,Centrarchiformes,Kuhliidae
Chrysiptera starcki,Senakirurisuzumedai,Blenniiformes,Pomacentridae
Kamoharaia megastoma,Wanigarei,Carangiformes,Bothidae
Kuhlia marginata,Yugoi,Centrarchiformes,Kuhliidae
Amphiprion clarkii,Kumanomi,Blenniiformes,Pomacentridae
Parabothus kiensis,Kishudarumagarei,Carangiformes,Bothidae
Kuhlia munda,Togenagayugoi,Centrarchiformes,Kuhliidae
Abudefduf lorenzi,Rorentsusuzumedai,Blenniiformes,Pomacentridae
Engyprosopon grandisquama,Darumagarei,Carangiformes,Bothidae
Kuhlia sandvicensis,Saihateyugoi,Centrarchiformes,Kuhliidae
Chromis xanthura,Monsuzumedai,Blenniiformes,Pomacentridae
Laeops nigromaculatus,Hoshiyarigarei,Carangiformes,Bothidae
Amphiprion ocellaris,Kakurekumanomi,Blenniiformes,Pomacentridae
Arnoglossus japonicus,Nihondarumagarei,Carangiformes,Bothidae
Chromis tingting,Gekkosuzumedai,Blenniiformes,Pomacentridae
Chascanopsetta prognatha,Ukeguchizaragarei,Carangiformes,Bothidae
Coreoperca kawamebari,Oyanirami,Centrarchiformes,Sinipercidae
Plectroglyphidodon phoenixensis,Fenikkususuzumedai,Blenniiformes,Pomacentridae
Engyprosopon hureaui,Minamihimedarumagarei,Carangiformes,Bothidae
Dischistodus prosopotaenia,Dandarasuzumedai,Blenniiformes,Pomacentridae
Coreoperca whiteheadi,Nan-etsuoyanirami,Centrarchiformes,Sinipercidae
Crossorhombus valderostratus,Kachidokidarumagarei,Carangiformes,Bothidae
Coreoperca herzi,Koraioyanirami,Centrarchiformes,Sinipercidae
Crossorhombus azureus,Kanekodarumagarei,Carangiformes,Bothidae
Dascyllus aruanus,Misujiryukyusuzumedai,Blenniiformes,Pomacentridae
Psettinella tosana,Tosadarumagarei,Carangiformes,Bothidae
Chrysiptera leucopoma,Miyakokisensuzumedai,Blenniiformes,Pomacentridae
Chascanopsetta prorigera,Minamizaragarei,Carangiformes,Bothidae
Tosarhombus octoculatus,Yatsumedarumagarei,Carangiformes,Bothidae
Pomacentrus alexanderae,Montsukisuzumedai,Blenniiformes,Pomacentridae
Neocirrhites armatus,Benigombe,Centrarchiformes,Cirrhitidae
Anticitharus polyspilus,Nan-yodarumagarei,Carangiformes,Bothidae
Neoglyphidodon nigroris,Hirenagasuzumedai,Blenniiformes,Pomacentridae
Cirrhitichthys aureus,Okigombe,Centrarchiformes,Cirrhitidae
Dascyllus melanurus,Yosujiryukyusuzumedai,Blenniiformes,Pomacentridae
Cirrhitichthys falco,Sarasagombe,Centrarchiformes,Cirrhitidae
Laeops lanceolata,,Carangiformes,Bothidae
Neopomacentrus anabatoides,Yanoribonsuzumedai,Blenniiformes,Pomacentridae
Laeops parviceps,Yarigarei,Carangiformes,Bothidae
Pycnochromis vanderbilti,Himesuzumedai,Blenniiformes,Pomacentridae
Oxycirrhites typus,Kudagombe,Centrarchiformes,Cirrhitidae
Chascanopsetta micrognatha,Kuchibosozaragarei,Carangiformes,Bothidae
Chromis atripectoralis,Aobasuzumedai,Blenniiformes,Pomacentridae
Cirrhitichthys guichenoti,Kiringombe,Centrarchiformes,Cirrhitidae
Pomacentrus nigromarginatus,Nisemontsukisuzumedai,Blenniiformes,Pomacentridae
Asterorhombus cocosensis,Taikobodaruma,Carangiformes,Bothidae
Amblycirrhitus unimaculus,Kurohoshigombe,Centrarchiformes,Cirrhitidae
Pomacentrus vaiuli,Kuromeganesuzumedai,Blenniiformes,Pomacentridae
Cyprinocirrhites polyactis,Uigombe,Centrarchiformes,Cirrhitidae
